timestamp,User,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,Activity
0.030338379,1,0.071944708,-0.006060907,0.024806524,-0.020304583,0.001663383,-0.007174005,Walk
0.04030249,1,0.088050551,0.013442834,0.019995909,-0.022755204,0.004457437,-0.005683432,Walk
0.050265137,1,0.039781683,0.027374914,0.058692427,-0.030421112,0.005265173,-0.004709248,Walk
0.060229248,1,0.038407691,0.026084874,0.096938864,-0.037544563,0.008172103,0.001648159,Walk
0.070192139,1,0.000982508,-0.025496845,0.104008071,-0.042339318,0.003269756,0.001615935,Walk
0.080155273,1,-0.012133213,-0.027258009,0.093533439,-0.04876896,0.003903765,0.004150823,Walk
0.090119385,1,-0.022864889,0.005562895,0.079090488,-0.050034229,0.00382893,0.003224842,Walk
0.100082275,1,-0.038205447,0.000798457,0.024551673,-0.049621411,0.007069109,0.002549852,Walk
0.110046387,1,-0.006693506,0.014801848,-0.010465864,-0.045879669,0.012507817,0.00481567,Walk
0.120009766,1,-0.022883447,0.031814357,-0.033790626,-0.041020773,0.012435411,0.001449193,Walk
0.129973633,1,-0.012791312,0.060016954,-0.075244334,-0.03488405,0.007102697,0.000412424,Walk
0.139936523,1,0.003126608,0.057289575,-0.086730189,-0.034318112,0.004676628,-0.003001066,Walk
0.149899902,1,0.003083718,0.046726095,-0.039227264,-0.035077646,0.002488575,-0.004507617,Walk
0.15986377,1,0.020489392,0.041955812,-0.007996259,-0.038027354,0.005047157,0.000811427,Walk
0.169826904,1,0.012076368,0.03144494,-0.010548867,-0.037843063,0.011197994,0.00780409,Walk
0.179790771,1,-0.020624636,0.051938862,-0.016108254,-0.033229388,0.010597532,0.004093953,Walk
0.189753662,1,-0.026635201,0.056446694,-0.005475217,-0.033445634,0.002841608,0.001661422,Walk
0.199717773,1,-0.013894085,0.020395722,-0.004067103,-0.034480318,-0.002028247,0.00197058,Walk
0.209680664,1,-0.041433834,-0.006174305,0.002510522,-0.037789561,-0.007862434,0.001944748,Walk
0.219644775,1,-0.089959892,0.014189269,0.008957798,-0.040268678,-0.008643956,-0.002533386,Walk
0.229607666,1,-0.125639765,0.033738603,0.035380525,-0.044830408,0.001467533,-0.004001054,Walk
0.239570801,1,-0.062739292,0.031121114,0.04632862,-0.041974712,0.011629286,-0.005037971,Walk
0.249534668,1,-0.006812968,0.014949147,0.013514146,-0.033842217,0.017593967,-0.008393554,Walk
0.259497559,1,0.050818552,0.003397241,0.029883097,-0.031910323,0.008591373,-0.01223948,Walk
0.26946167,1,0.076062445,-0.01222586,0.036267245,-0.040318187,0.001385125,-0.013144955,Walk
0.279424561,1,0.023276392,0.020239655,0.043313072,-0.055456184,-0.001989705,-0.011180257,Walk
0.289388672,1,0.007491452,0.063722238,0.017781156,-0.062941529,0.003514249,-0.002979586,Walk
0.299351563,1,0.013997619,0.079714173,-0.025313889,-0.057660982,0.005694783,0.003719747,Walk
0.309314697,1,0.033718364,0.087429277,-0.070958035,-0.042752873,0.000758081,0.012152646,Walk
0.319278809,1,0.033338279,0.075489833,-0.084337156,-0.025747208,-0.002123438,0.012969564,Walk
0.329241699,1,0.038005394,0.040856911,-0.06328034,-0.020879481,-0.003176718,0.012495788,Walk
0.339205811,1,0.040240752,0.00557517,-0.007009002,-0.025863092,-0.005758325,0.010535488,Walk
0.349168701,1,0.002736658,-0.027252164,0.032280221,-0.03679404,-0.008558906,0.003969996,Walk
0.359132813,1,-0.033757016,-0.059210314,0.055923547,-0.051174331,-0.012063498,-0.002281806,Walk
0.369095459,1,-0.045964756,-0.058214289,0.07106208,-0.059669018,-0.011060285,-0.005124731,Walk
0.379059814,1,-0.077411814,-0.030492753,0.054278703,-0.060094036,-0.010776827,-0.008308864,Walk
0.389022705,1,-0.0614871,-0.027362054,0.029694881,-0.050629966,-0.007087816,-0.004155931,Walk
0.398985596,1,-0.025127938,0.004495558,-0.022138767,-0.04085324,0.002688873,5.39E-05,Walk
0.408949707,1,-0.017707068,0.064946812,-0.040763972,-0.031786773,-0.000104783,-0.003471588,Walk
0.418912598,1,-0.008285086,0.090353056,-0.081022917,-0.026615178,-0.004215877,-0.003533579,Walk
0.428876709,1,0.025057942,0.077967621,-0.073253452,-0.023266787,-0.005183137,-0.00419644,Walk
0.4388396,1,0.059791036,0.075570497,-0.088945527,-0.027528927,-0.006308435,-0.005160743,Walk
0.448803711,1,0.040046837,0.027393618,-0.061469491,-0.031154554,-0.004875388,-0.005260878,Walk
0.458766602,1,0.008662322,0.029516602,-0.011931845,-0.033221435,-0.007148929,-0.004626513,Walk
0.468730713,1,0.006573679,0.010008768,0.008785364,-0.032461103,-0.004720925,-0.006547185,Walk
0.478693848,1,0.007091785,-0.022028876,0.017661913,-0.028422141,-0.002178601,-0.00488043,Walk
0.488656738,1,-0.010396818,-0.016674656,0.017950083,-0.025081737,-0.0067121,-0.00749592,Walk
0.49862085,1,-0.017384777,-0.01014087,0.030987259,-0.029614687,-0.011458542,-0.008195294,Walk
0.50858374,1,-0.017068843,-0.016294717,0.040614334,-0.033616353,-0.008541582,-0.009753243,Walk
0.518547852,1,0.017029168,-0.016589316,0.015817162,-0.040016718,-0.00514681,-0.00909908,Walk
0.528510498,1,0.052858314,-0.004283961,-0.024172903,-0.039589815,0.000552887,-0.004704332,Walk
0.538474609,1,0.09475319,0.023268063,-0.038387306,-0.037559167,0.004681533,-0.000305709,Walk
0.548437744,1,0.083100089,0.035101709,-0.038874213,-0.030263433,0.00502295,0.004883194,Walk
0.558401611,1,0.044293607,0.018990532,-0.039909986,-0.027617335,0.003672617,0.001585429,Walk
0.568364746,1,0.029106194,-0.014665654,-0.027967034,-0.023487572,-0.004170393,-0.004085239,Walk
0.578328613,1,0.007641893,-0.050837622,-0.01751286,-0.025479849,-0.009337521,-0.007584185,Walk
0.588291748,1,0.005809709,-0.049340662,-0.001325111,-0.025007669,-0.01406703,-0.010471052,Walk
0.598255859,1,0.008709449,-0.020994857,0.009385668,-0.027204009,-0.00872943,-0.009386735,Walk
0.60821875,1,0.017441037,-0.018774843,-0.012651392,-0.025627417,-0.005668659,-0.007916936,Walk
