timestamp,android_nano_timestamp,temperature,calib_mag,calib_accel,calib_gyro,calib_sys,acc_x,acc_y,acc_z,lacc_x,lacc_y,lacc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,label,person
5.55,1848169.750938755,23,3,3,0,3,0.38,0.9,0.18,-8.58,-2.9,1.34,-93.4375,88.375,-69.0625,0.6634521484375,0.2611083984375,-0.7005615234375,-0.029541015625,-44.6875,38.5625,-7.75,8.96,3.8,-1.15,moving,3
5.56,1848169.750938755,23,3,3,0,3,-0.18,0.91,0.44,-9.12,-3.01,1.37,-96.8125,99.0625,-70.0625,0.67144775390625,0.260009765625,-0.69293212890625,-0.0372314453125,-44.6875,38.5625,-7.75,8.93,3.93,-0.93,moving,3
5.57,1848169.767909174,23,3,3,0,3,-0.63,0.87,0.66,-9.53,-3.18,1.36,-104.6875,105.0,-69.0625,0.67987060546875,0.25836181640625,-0.684814453125,-0.04522705078125,-44.6875,38.5625,-7.75,8.9,4.05,-0.7,moving,3
5.58,1848169.767909174,23,3,3,0,3,-1.22,0.76,0.71,-10.09,-3.39,1.16,-119.8125,108.375,-64.0,0.688720703125,0.2554931640625,-0.6763916015625,-0.0537109375,-44.6875,38.5625,-7.75,8.86,4.16,-0.44,moving,3
5.59,1848169.783804112,23,3,3,0,3,-1.61,0.64,0.79,-10.44,-3.61,0.96,-136.4375,109.6875,-54.1875,0.6978759765625,0.2509765625,-0.66790771484375,-0.06256103515625,-44.6875,38.5625,-7.75,8.83,4.25,-0.17,moving,3
5.6,1848169.783804112,23,3,3,0,3,-1.76,0.54,0.65,-10.56,-3.77,0.54,-152.6875,113.125,-45.125,0.70745849609375,0.244873046875,-0.6590576171875,-0.07171630859375,-46.5625,36.0625,-8.1875,8.8,4.32,0.11,moving,3
5.61,1848169.800662714,23,3,3,0,3,-2.01,0.5,0.33,-10.77,-3.87,-0.08,-166.625,119.8125,-39.75,0.717529296875,0.23760986328125,-0.64971923828125,-0.0811767578125,-46.5625,36.0625,-8.1875,8.76,4.37,0.42,moving,3
5.61,1848169.800662714,23,3,3,0,3,-2.01,0.5,0.33,-10.77,-3.87,-0.08,-166.625,119.8125,-39.75,0.717529296875,0.23760986328125,-0.64971923828125,-0.0811767578125,-46.5625,36.0625,-8.1875,8.76,4.37,0.42,moving,3
5.62,1848169.80950801,23,3,3,0,3,-2.01,0.27,-0.2,-10.73,-4.13,-0.94,-175.125,120.4375,-36.5,0.72760009765625,0.22955322265625,-0.64007568359375,-0.09088134765625,-46.5625,36.0625,-8.1875,8.72,4.41,0.73,moving,3
5.63,1848169.80950801,23,3,3,0,3,-1.58,0.33,-0.38,-10.27,-4.09,-1.42,-177.5625,109.625,-31.3125,0.73687744140625,0.2208251953125,-0.6309814453125,-0.10052490234375,-46.5625,36.0625,-8.1875,8.68,4.43,1.04,moving,3
