timestamp,android_nano_timestamp,temperature,calib_mag,calib_accel,calib_gyro,calib_sys,acc_x,acc_y,acc_z,lacc_x,lacc_y,lacc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,label,person
3.91,615110.982364388,22,1,0,0,0,5.65,0.16,0.15,-4.06,-0.36,-1.05,20.125,42.5625,-8.4375,0.74652099609375,-0.02471923828125,-0.661376953125,-0.068359375,-49.6875,19.5,15.5,9.71,0.52,1.21,moving,1
3.92,615111.008265185,22,1,0,0,0,5.15,0.17,0.2,-4.54,-0.36,-1.08,20.1875,46.5,-8.4375,0.74920654296875,-0.02264404296875,-0.658447265625,-0.06787109375,-49.6875,19.5,15.5,9.7,0.54,1.29,moving,1
3.93,615111.008265185,22,1,0,0,0,4.82,0.09,0.24,-4.87,-0.46,-1.1,18.125,39.1875,-6.75,0.75146484375,-0.02081298828125,-0.656005859375,-0.06732177734375,-49.6875,19.5,15.5,9.69,0.55,1.35,moving,1
3.94,615111.023061084,22,1,0,0,0,4.63,-0.12,0.3,-5.04,-0.69,-1.09,10.8125,24.375,-4.875,0.75286865234375,-0.01971435546875,-0.65447998046875,-0.06707763671875,-49.6875,19.5,15.5,9.68,0.57,1.39,moving,1
3.95,615111.023061084,22,1,0,0,0,4.35,-0.11,0.57,-5.33,-0.68,-0.83,2.75,12.3125,-2.0,0.7535400390625,-0.01934814453125,-0.6536865234375,-0.06707763671875,-50.375,16.875,14.0,9.68,0.57,1.41,moving,1
3.96,615111.038923388,22,1,0,0,0,4.32,0.12,0.98,-5.35,-0.44,-0.45,-4.125,7.9375,0.0625,0.75396728515625,-0.01953125,-0.65313720703125,-0.06732177734375,-50.375,16.875,14.0,9.68,0.57,1.43,moving,1
3.97,615111.038923388,22,1,0,0,0,4.46,0.37,1.36,-5.22,-0.19,-0.07,-11.25,5.375,1.1875,0.7542724609375,-0.02032470703125,-0.6527099609375,-0.06787109375,-50.375,16.875,14.0,9.68,0.56,1.44,moving,1
3.98,615111.073381885,22,1,0,0,0,5.3,0.58,1.96,-4.37,0.02,0.52,-20.6875,-1.9375,2.5,0.754150390625,-0.0218505859375,-0.6527099609375,-0.06890869140625,-50.375,16.875,14.0,9.68,0.55,1.44,moving,1
3.99,615111.073381885,22,1,0,0,0,6.19,0.59,2.03,-3.49,0.04,0.61,-28.875,-11.6875,3.9375,0.75347900390625,-0.0240478515625,-0.6533203125,-0.07025146484375,-50.375,16.875,14.0,9.68,0.54,1.42,moving,1
4.0,615111.084191455,22,1,0,0,0,7.39,0.66,1.8,-2.29,0.13,0.4,-39.4375,-18.25,5.3125,0.75238037109375,-0.02703857421875,-0.65423583984375,-0.0721435546875,-50.0,18.0,12.875,9.69,0.52,1.39,moving,1
