timestamp,android_nano_timestamp,temperature,calib_mag,calib_accel,calib_gyro,calib_sys,acc_x,acc_y,acc_z,lacc_x,lacc_y,lacc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,label,person
0.58,0.513017375,23,3,3,3,0,-916.0,2.39,2.42,0.16,0.48,0.08,-0.66,1.5625,1.125,363.25,-0.4840087890625,0.3829345703125,0.7022705078125,-0.0026,7.6875,30.375,-58.3125,1.9,2.33,Climbing Up,7
0.59,0.513017375,23,3,3,3,0,-903.0,2.31,2.37,0.29,0.4,0.03,-0.63,2.375,1.3125,362.75,-0.4840087890625,0.38299560546875,0.7025146484375,-0.0026,7.6875,30.375,-58.3125,1.91,2.33,Climbing Up,7
0.6,0.525072754,23,3,3,3,0,-895.0,2.28,2.4,0.37,0.36,0.07,-0.39,3.75,1.0,362.3125,-0.48406982421875,0.3831787109375,0.70263671875,-0.0026,7.6875,30.375,-58.25,1.92,2.33,Climbing Up,7
0.61,0.525072754,23,3,3,3,0,-894.0,2.24,2.41,0.38,0.31,0.08,0.0,5.1875,0.375,362.0,-0.48419189453125,0.3834228515625,0.7025146484375,-0.0037,8.0,30.0,-58.3125,1.92,2.32,Climbing Up,7
0.62,0.538600301,23,3,3,3,0,-896.0,2.39,2.15,0.36,0.46,-0.15,0.17,7.25,-0.4375,361.625,-0.484375,0.38397216796875,0.70233154296875,-0.0037,8.0,30.0,-58.3125,1.93,2.31,Climbing Up,7
0.63,0.538600301,23,3,3,3,0,-890.0,2.6,2.39,0.42,0.65,0.09,0.45,8.1875,-1.0,361.1875,-0.4844970703125,0.3846435546875,0.70208740234375,-0.0037,8.0,30.0,-58.3125,1.94,2.3,Climbing Up,7
0.64,0.584707194,23,3,3,3,0,-894.0,2.71,2.52,0.39,0.77,0.23,0.66,9.0,-1.25,361.125,-0.48492431640625,0.3851318359375,0.7015380859375,-0.0037,8.0,30.0,-58.3125,1.94,2.28,Climbing Up,7
0.65,0.584707194,23,3,3,3,0,-902.0,2.71,2.46,0.31,0.77,0.19,0.43,9.0625,-1.4375,361.0625,-0.4854736328125,0.385498046875,0.70098876953125,-0.0037,8.0,30.0,-58.375,1.94,2.26,Climbing Up,7
0.66,0.589998332,23,3,3,3,0,-916.0,2.47,2.05,0.18,0.53,-0.19,0.14,9.625,-1.625,360.875,-0.486083984375,0.38580322265625,0.70050048828125,-0.0037,7.875,29.1875,-58.375,1.94,2.25,Climbing Up,7
0.67,0.589998332,23,3,3,3,0,-907.0,2.4,2.07,0.27,0.46,-0.16,-0.05,11.625,-1.625,360.5625,-0.48681640625,0.3861083984375,0.699951171875,-0.0037,7.875,29.1875,-58.375,1.93,2.23,Climbing Up,7
