timestamp,android_nano_timestamp,temperature,calib_mag,calib_accel,calib_gyro,calib_sys,acc_x,acc_y,acc_z,lacc_x,lacc_y,lacc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,label,person
0.94,0.913014039,27,3,3,3,0,-8.43,3.66,3.39,0.16,0.18,0.21,3.0625,1.3125,0.0625,0.7877197265625,0.34600830078125,0.4671630859375,-0.20379638671875,16.25,-19.375,17.6875,-8.6,3.47,3.17,Climbing Up,4
0.95,0.913014039,27,3,3,3,0,-8.43,3.71,3.4,0.16,0.22,0.22,3.4375,1.5,0.5,0.78765869140625,0.3463134765625,0.467041015625,-0.203857421875,16.25,-19.375,17.6875,-8.59,3.48,3.17,Climbing Up,4
0.96,0.914968303,27,3,3,3,0,-8.44,3.72,3.39,0.15,0.23,0.22,4.0625,1.625,0.4375,0.78753662109375,0.34661865234375,0.46697998046875,-0.20391845703125,14.875,-18.25,17.6875,-8.59,3.48,3.17,Climbing Up,4
0.97,0.914968303,27,3,3,3,0,-8.39,3.73,3.4,0.2,0.24,0.23,4.5625,1.8125,0.625,0.78741455078125,0.3470458984375,0.46685791015625,-0.20391845703125,14.875,-18.25,17.6875,-8.59,3.49,3.17,Climbing Up,4
0.98,0.92191093,27,3,3,3,0,-8.38,3.72,3.35,0.21,0.22,0.19,4.9375,2.125,0.6875,0.78729248046875,0.34747314453125,0.46673583984375,-0.2039794921875,14.875,-18.25,17.6875,-8.59,3.49,3.16,Climbing Up,4
0.99,0.92191093,27,3,3,3,0,-8.38,3.7,3.37,0.21,0.19,0.21,4.875,2.5,0.8125,0.78717041015625,0.347900390625,0.46661376953125,-0.2039794921875,14.875,-18.25,17.6875,-8.59,3.5,3.16,Climbing Up,4
1.0,0.952468222,27,3,3,3,0,-8.35,3.69,3.37,0.23,0.18,0.21,4.375,2.5625,1.1875,0.78704833984375,0.34832763671875,0.466552734375,-0.20391845703125,14.875,-18.25,17.6875,-8.59,3.51,3.15,Climbing Up,4
1.01,0.952468222,27,3,3,3,0,-8.37,3.7,3.33,0.21,0.18,0.18,4.0625,2.8125,1.5625,0.78692626953125,0.3487548828125,0.4664306640625,-0.203857421875,15.875,-19.0625,16.875,-8.59,3.51,3.15,Climbing Up,4
1.02,0.966308106,27,3,3,3,0,-8.42,3.73,3.31,0.16,0.2,0.16,3.4375,2.75,2.0625,0.78680419921875,0.34912109375,0.46636962890625,-0.20367431640625,15.875,-19.0625,16.875,-8.59,3.52,3.14,Climbing Up,4
1.03,0.966308106,27,3,3,3,0,-8.44,3.74,3.29,0.14,0.21,0.15,3.5,2.9375,2.5,0.78668212890625,0.34954833984375,0.46636962890625,-0.20355224609375,15.875,-19.0625,16.875,-8.59,3.53,3.14,Climbing Up,4
1.04,0.982160971,27,3,3,3,0,-8.45,3.74,3.28,0.12,0.2,0.14,3.875,2.9375,2.75,0.78656005859375,0.35003662109375,0.46630859375,-0.203369140625,15.875,-19.0625,16.875,-8.58,3.54,3.13,Climbing Up,4
1.05,0.982160971,27,3,3,3,0,-8.46,3.73,3.25,0.12,0.18,0.12,4.875,2.6875,2.875,0.786376953125,0.3505859375,0.46624755859375,-0.2032470703125,15.875,-19.0625,16.875,-8.58,3.54,3.13,Climbing Up,4
1.06,1.017707601,27,3,3,3,0,-8.3,3.59,3.23,0.28,0.03,0.11,5.625,2.5625,2.5,0.78619384765625,0.35113525390625,0.46612548828125,-0.20318603515625,15.875,-19.375,18.5,-8.58,3.55,3.12,Climbing Up,4
1.07,1.017707601,27,3,3,3,0,-8.23,3.45,3.24,0.35,-0.1,0.12,6.4375,3.25,2.25,0.7860107421875,0.3516845703125,0.46612548828125,-0.20318603515625,15.875,-19.375,18.5,-8.58,3.56,3.11,Climbing Up,4
1.08,1.026885173,27,3,3,3,0,-8.11,3.34,3.19,0.47,-0.22,0.08,7.0,3.6875,1.8125,0.78564453125,0.352294921875,0.4661865234375,-0.2032470703125,15.875,-19.375,18.5,-8.58,3.57,3.1,Climbing Up,4
1.09,1.026885173,27,3,3,3,0,-7.89,3.05,3.06,0.69,-0.52,-0.03,7.4375,3.0625,1.25,0.78533935546875,0.35296630859375,0.4661865234375,-0.20330810546875,15.875,-19.375,18.5,-8.58,3.57,3.1,Climbing Up,4
