timestamp,android_nano_timestamp,temperature,calib_mag,calib_accel,calib_gyro,calib_sys,acc_x,acc_y,acc_z,lacc_x,lacc_y,lacc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,label,person
0.68,0.633194376,29,3,3,3,0,-8.67,1.62,-4.3,-0.05,-0.02,0.06,1.4375,1.25,0.625,0.50616455078125,0.38348388671875,0.7587890625,-0.14495849609375,26.5625,37.5,78.25,-8.62,1.65,-4.36,nothing,4
0.69,0.633194376,29,3,3,3,0,-8.66,1.62,-4.31,-0.04,-0.02,0.05,1.6875,0.3125,0.6875,0.506103515625,0.38360595703125,0.75872802734375,-0.14501953125,26.5625,37.5,78.25,-8.62,1.65,-4.37,nothing,4
0.7,0.638781942,29,3,3,3,0,-8.61,1.61,-4.44,0.0,-0.02,-0.07,1.875,0.0,0.6875,0.50604248046875,0.38372802734375,0.7586669921875,-0.14508056640625,25.5625,37.5,77.0625,-8.62,1.64,-4.37,nothing,4
0.71,0.638781942,29,3,3,3,0,-8.59,1.63,-4.43,0.02,-0.01,-0.06,1.625,-0.5,0.9375,0.50604248046875,0.38385009765625,0.75860595703125,-0.1451416015625,25.5625,37.5,77.0625,-8.62,1.64,-4.37,nothing,4
0.72,0.651459432,29,3,3,3,0,-8.6,1.64,-4.43,0.01,0.0,-0.06,1.0,-0.6875,1.0625,0.50604248046875,0.38397216796875,0.758544921875,-0.14520263671875,25.5625,37.5,77.0625,-8.62,1.65,-4.37,nothing,4
0.73,0.651459432,29,3,3,3,0,-8.62,1.67,-4.43,0.0,0.02,-0.06,0.5,-0.8125,1.1875,0.506103515625,0.384033203125,0.75848388671875,-0.14520263671875,25.5625,37.5,77.0625,-8.62,1.65,-4.36,nothing,4
0.74,0.682583089,29,3,3,3,0,-8.64,1.71,-4.38,-0.02,0.06,-0.02,0.4375,-1.0,1.0625,0.5062255859375,0.38409423828125,0.75836181640625,-0.14520263671875,25.5625,37.5,77.0625,-8.62,1.65,-4.36,nothing,4
0.75,0.682583089,29,3,3,3,0,-8.64,1.71,-4.37,-0.02,0.05,-0.01,0.4375,-0.625,1.0625,0.50628662109375,0.3841552734375,0.75830078125,-0.1451416015625,27.0,36.6875,78.6875,-8.62,1.65,-4.36,nothing,4
0.76,0.69768453,29,3,3,3,0,-8.68,1.72,-4.35,-0.06,0.06,0.0,1.125,-0.6875,1.0625,0.50628662109375,0.38427734375,0.75823974609375,-0.14520263671875,27.0,36.6875,78.6875,-8.62,1.65,-4.36,nothing,4
0.77,0.69768453,29,3,3,3,0,-8.72,1.72,-4.36,-0.09,0.07,0.0,1.5625,-0.8125,1.25,0.50628662109375,0.38446044921875,0.75811767578125,-0.145263671875,27.0,36.6875,78.6875,-8.62,1.65,-4.36,nothing,4
0.78,0.711972371,29,3,3,3,0,-8.7,1.7,-4.32,-0.07,0.04,0.04,2.0,-0.875,1.375,0.50634765625,0.38458251953125,0.75799560546875,-0.1453857421875,27.0,36.6875,78.6875,-8.62,1.65,-4.36,nothing,4
0.79,0.711972371,29,3,3,3,0,-8.71,1.72,-4.34,-0.08,0.06,0.01,2.25,-1.25,1.25,0.50634765625,0.384765625,0.75787353515625,-0.1455078125,27.0,36.6875,78.6875,-8.62,1.65,-4.36,nothing,4
0.8,0.741497274,29,3,3,3,0,-8.67,1.71,-4.35,-0.04,0.05,0.0,2.3125,-1.5625,1.25,0.50640869140625,0.38494873046875,0.75775146484375,-0.14569091796875,26.5625,37.5,77.375,-8.62,1.65,-4.36,nothing,4
0.81,0.741497274,29,3,3,3,0,-8.65,1.67,-4.33,-0.02,0.01,0.02,2.0,-1.8125,1.0,0.5064697265625,0.38507080078125,0.757568359375,-0.14581298828125,26.5625,37.5,77.375,-8.62,1.65,-4.35,nothing,4
0.82,0.756312052,29,3,3,3,0,-8.64,1.7,-4.32,-0.01,0.04,0.03,1.8125,-2.0,0.75,0.50653076171875,0.38519287109375,0.7574462890625,-0.14599609375,26.5625,37.5,77.375,-8.62,1.65,-4.35,nothing,4
0.83,0.756312052,29,3,3,3,0,-8.63,1.66,-4.3,0.0,0.01,0.04,1.9375,-2.4375,0.25,0.50665283203125,0.38525390625,0.75732421875,-0.14617919921875,26.5625,37.5,77.375,-8.62,1.65,-4.35,nothing,4
0.84,0.776041626,29,3,3,3,0,-8.65,1.64,-4.32,-0.02,0.0,0.02,1.75,-2.6875,0.0,0.50677490234375,0.38525390625,0.7572021484375,-0.1463623046875,26.5625,37.5,77.375,-8.63,1.65,-4.34,nothing,4
0.85,0.776041626,29,3,3,3,0,-8.69,1.64,-4.33,-0.06,0.0,0.01,1.75,-2.8125,-0.1875,0.50689697265625,0.38531494140625,0.75701904296875,-0.1466064453125,27.375,37.75,77.0625,-8.63,1.65,-4.34,nothing,4
0.86,0.801089966,29,3,3,3,0,-8.68,1.62,-4.34,-0.04,-0.02,0.0,1.6875,-2.75,-0.5,0.50701904296875,0.3853759765625,0.75689697265625,-0.14678955078125,27.375,37.75,77.0625,-8.63,1.65,-4.34,nothing,4
0.87,0.801089966,29,3,3,3,0,-8.7,1.63,-4.33,-0.06,-0.01,0.0,1.875,-2.9375,-0.625,0.50714111328125,0.3853759765625,0.75677490234375,-0.14703369140625,27.375,37.75,77.0625,-8.63,1.65,-4.33,nothing,4
0.88,0.816108805,29,3,3,3,0,-8.71,1.62,-4.33,-0.07,-0.02,0.0,1.875,-2.8125,-0.75,0.50726318359375,0.3853759765625,0.756591796875,-0.1473388671875,27.375,37.75,77.0625,-8.64,1.64,-4.33,nothing,4
0.89,0.816108805,29,3,3,3,0,-8.71,1.62,-4.35,-0.07,-0.02,-0.02,1.5,-2.8125,-0.875,0.50738525390625,0.38531494140625,0.75653076171875,-0.1475830078125,27.375,37.75,77.0625,-8.64,1.64,-4.33,nothing,4
0.9,0.832645711,29,3,3,3,0,-8.73,1.64,-4.35,-0.08,0.0,-0.02,1.1875,-2.6875,-0.9375,0.50750732421875,0.38525390625,0.75640869140625,-0.14776611328125,26.0,38.1875,77.375,-8.64,1.64,-4.32,nothing,4
0.91,0.832645711,29,3,3,3,0,-8.74,1.64,-4.33,-0.1,0.0,-0.01,1.0,-2.6875,-0.8125,0.5076904296875,0.38525390625,0.75628662109375,-0.14794921875,26.0,38.1875,77.375,-8.64,1.64,-4.32,nothing,4
0.92,0.861738444,29,3,3,3,0,-8.75,1.67,-4.32,-0.1,0.03,0.0,1.0,-2.3125,-0.9375,0.50775146484375,0.38519287109375,0.7562255859375,-0.14813232421875,26.0,38.1875,77.375,-8.65,1.63,-4.31,nothing,4
0.93,0.861738444,29,3,3,3,0,-8.75,1.67,-4.28,-0.1,0.03,0.03,1.0,-2.125,-0.9375,0.50787353515625,0.3851318359375,0.756103515625,-0.1483154296875,26.0,38.1875,77.375,-8.65,1.63,-4.31,nothing,4
0.94,0.875454712,29,3,3,3,0,-8.75,1.68,-4.27,-0.1,0.05,0.04,1.125,-2.1875,-1.0,0.5079345703125,0.38507080078125,0.75604248046875,-0.1485595703125,26.0,38.1875,77.375,-8.65,1.63,-4.31,nothing,4
0.95,0.875454712,29,3,3,3,0,-8.75,1.69,-4.24,-0.1,0.06,0.06,1.1875,-2.25,-1.0625,0.508056640625,0.38507080078125,0.7559814453125,-0.14874267578125,27.375,37.5,78.5625,-8.65,1.63,-4.31,nothing,4
0.96,0.891651449,29,3,3,3,0,-8.75,1.66,-4.26,-0.1,0.03,0.04,1.375,-2.375,-1.125,0.50811767578125,0.385009765625,0.755859375,-0.14898681640625,27.375,37.5,78.5625,-8.65,1.62,-4.3,nothing,4
0.97,0.891651449,29,3,3,3,0,-8.73,1.65,-4.27,-0.07,0.02,0.03,1.5,-2.4375,-1.25,0.50823974609375,0.38494873046875,0.75579833984375,-0.14923095703125,27.375,37.5,78.5625,-8.66,1.62,-4.3,nothing,4
0.98,0.906438354,29,3,3,3,0,-8.75,1.65,-4.26,-0.09,0.03,0.03,1.6875,-2.625,-1.1875,0.50836181640625,0.3848876953125,0.75567626953125,-0.14947509765625,27.375,37.5,78.5625,-8.66,1.62,-4.3,nothing,4
0.99,0.906438354,29,3,3,3,0,-8.73,1.63,-4.25,-0.06,0.01,0.03,1.875,-2.8125,-1.4375,0.5084228515625,0.3848876953125,0.755615234375,-0.1497802734375,27.375,37.5,78.5625,-8.66,1.61,-4.29,nothing,4
1.0,0.936000773,29,3,3,3,0,-8.74,1.62,-4.28,-0.07,0.01,0.01,1.875,-2.625,-1.1875,0.508544921875,0.38482666015625,0.7554931640625,-0.1500244140625,27.0,37.0625,77.0625,-8.66,1.61,-4.29,nothing,4
1.01,0.936000773,29,3,3,3,0,-8.72,1.62,-4.27,-0.05,0.01,0.01,1.875,-2.5625,-1.375,0.50860595703125,0.384765625,0.75543212890625,-0.1502685546875,27.0,37.0625,77.0625,-8.67,1.61,-4.28,nothing,4
1.02,0.951101603,29,3,3,3,0,-8.73,1.61,-4.27,-0.05,0.0,0.01,1.875,-2.375,-1.375,0.50872802734375,0.384765625,0.75531005859375,-0.15057373046875,27.0,37.0625,77.0625,-8.67,1.6,-4.28,nothing,4
1.03,0.951101603,29,3,3,3,0,-8.75,1.6,-4.27,-0.08,0.0,0.0,1.8125,-2.125,-1.3125,0.5087890625,0.38470458984375,0.7552490234375,-0.15081787109375,27.0,37.0625,77.0625,-8.67,1.6,-4.28,nothing,4
1.04,0.981053019,29,3,3,3,0,-8.75,1.58,-4.24,-0.07,-0.01,0.03,1.9375,-1.9375,-1.3125,0.5087890625,0.38470458984375,0.75518798828125,-0.15106201171875,27.0,37.0625,77.0625,-8.67,1.6,-4.28,nothing,4
1.05,0.981053019,29,3,3,3,0,-8.79,1.58,-4.26,-0.11,-0.01,0.01,2.0,-1.8125,-1.25,0.50885009765625,0.3846435546875,0.755126953125,-0.15130615234375,26.5625,38.1875,77.0625,-8.67,1.59,-4.27,nothing,4
1.06,0.99890918,29,3,3,3,0,-8.77,1.6,-4.27,-0.09,0.01,0.0,1.9375,-1.5625,-1.0625,0.50885009765625,0.3846435546875,0.75506591796875,-0.15155029296875,26.5625,38.1875,77.0625,-8.67,1.59,-4.27,nothing,4
1.07,0.99890918,29,3,3,3,0,-8.79,1.61,-4.25,-0.11,0.01,0.02,1.9375,-1.25,-1.0,0.5089111328125,0.3846435546875,0.7550048828125,-0.15179443359375,26.5625,38.1875,77.0625,-8.68,1.59,-4.27,nothing,4
1.08,1.011765015,29,3,3,3,0,-8.8,1.61,-4.26,-0.12,0.02,0.01,2.0625,-1.4375,-0.875,0.5089111328125,0.38470458984375,0.75494384765625,-0.1519775390625,26.5625,38.1875,77.0625,-8.68,1.58,-4.27,nothing,4
1.09,1.011765015,29,3,3,3,0,-8.8,1.62,-4.25,-0.12,0.03,0.01,2.125,-1.3125,-0.9375,0.5089111328125,0.38470458984375,0.7548828125,-0.1522216796875,26.5625,38.1875,77.0625,-8.68,1.58,-4.27,nothing,4
1.1,1.034316813,29,3,3,3,0,-8.79,1.64,-4.28,-0.1,0.06,-0.01,2.1875,-1.5,-0.6875,0.5089111328125,0.38470458984375,0.75482177734375,-0.1524658203125,27.75,37.5,78.5625,-8.68,1.58,-4.27,nothing,4
1.11,1.034316813,29,3,3,3,0,-8.81,1.64,-4.3,-0.13,0.06,-0.03,2.3125,-1.125,-0.4375,0.5089111328125,0.38482666015625,0.7547607421875,-0.15264892578125,27.75,37.5,78.5625,-8.68,1.58,-4.26,nothing,4
1.12,1.056768433,29,3,3,3,0,-8.8,1.65,-4.31,-0.12,0.07,-0.04,2.5,-0.75,-0.4375,0.5089111328125,0.3848876953125,0.754638671875,-0.15283203125,27.75,37.5,78.5625,-8.68,1.57,-4.26,nothing,4
1.13,1.056768433,29,3,3,3,0,-8.81,1.63,-4.33,-0.13,0.06,-0.06,2.625,-0.5625,-0.4375,0.50885009765625,0.385009765625,0.75457763671875,-0.15301513671875,27.75,37.5,78.5625,-8.68,1.57,-4.26,nothing,4
1.14,1.070842814,29,3,3,3,0,-8.82,1.65,-4.26,-0.13,0.08,0.0,2.4375,-0.4375,-0.5625,0.50872802734375,0.38507080078125,0.75457763671875,-0.1531982421875,27.75,37.5,78.5625,-8.68,1.57,-4.26,nothing,4
1.15,1.070842814,29,3,3,3,0,-8.79,1.63,-4.17,-0.1,0.06,0.09,2.0,-0.25,-0.375,0.5086669921875,0.38519287109375,0.75457763671875,-0.1533203125,27.375,38.1875,76.25,-8.68,1.57,-4.27,nothing,4
1.16,1.085340576,29,3,3,3,0,-8.73,1.65,-4.24,-0.04,0.08,0.02,1.5625,-0.1875,-0.5,0.5086669921875,0.38525390625,0.7545166015625,-0.1534423828125,27.375,38.1875,76.25,-8.68,1.57,-4.27,nothing,4
1.17,1.085340576,29,3,3,3,0,-8.72,1.61,-4.26,-0.03,0.03,0.0,1.5,-0.1875,-0.3125,0.50860595703125,0.38531494140625,0.7545166015625,-0.153564453125,27.375,38.1875,76.25,-8.68,1.57,-4.27,nothing,4
1.18,1.116248413,29,3,3,3,0,-8.68,1.58,-4.27,0.0,0.01,0.0,2.0,0.25,0.1875,0.508544921875,0.3853759765625,0.75445556640625,-0.1536865234375,27.375,38.1875,76.25,-8.68,1.56,-4.27,nothing,4
1.19,1.116248413,29,3,3,3,0,-8.7,1.56,-4.23,-0.01,0.0,0.03,2.625,0.5625,0.5625,0.5084228515625,0.38555908203125,0.75445556640625,-0.15380859375,27.375,38.1875,76.25,-8.68,1.56,-4.27,nothing,4
1.2,1.131327433,29,3,3,3,0,-8.71,1.56,-4.27,-0.03,0.0,0.0,2.8125,0.375,1.125,0.50830078125,0.38580322265625,0.75439453125,-0.1539306640625,27.375,37.5,76.6875,-8.68,1.56,-4.27,nothing,4
1.21,1.131327433,29,3,3,3,0,-8.72,1.58,-4.26,-0.03,0.01,0.0,2.875,-0.1875,1.1875,0.50823974609375,0.385986328125,0.7542724609375,-0.15411376953125,27.375,37.5,76.6875,-8.68,1.56,-4.27,nothing,4
