1, A, 5, 1793.000000, -650.000000, 282.000000;
1, A, 5, 2077.000000, -1057.000000, 163.000000;
1, A, 5, 2077.000000, -1057.000000, 163.000000;
1, A, 5, 2320.000000, -1424.000000, 182.000000;
1, A, 5, 2570.000000, -1986.000000, 473.000000;
1, A, 5, 2529.000000, -1875.000000, 471.000000;
1, A, 5, 2433.000000, -1725.000000, 520.000000;
1, A, 5, 2353.000000, -1619.000000, 585.000000;
1, A, 5, 2305.000000, -1418.000000, 546.000000;
1, A, 5, 2295.000000, -1317.000000, 560.000000;
1, A, 5, 2281.000000, -1239.000000, 552.000000;
1, A, 5, 2226.000000, -1149.000000, 523.000000;
1, A, 6, 1943.000000, -958.000000, 452.000000;
1, A, 6, 1725.000000, -874.000000, 415.000000;
1, A, 6, 1491.000000, -771.000000, 361.000000;
1, A, 6, 1066.000000, -514.000000, 253.000000;
1, A, 6, 897.000000, -386.000000, 174.000000;
1, A, 6, 746.000000, -268.000000, 91.000000;
1, A, 6, 633.000000, -179.000000, 47.000000;
1, A, 6, 451.000000, -34.000000, -17.000000;
1, A, 6, 365.000000, 32.000000, -45.000000;
1, A, 6, 285.000000, 74.000000, -64.000000;
1, A, 6, 213.000000, 102.000000, -87.000000;
1, A, 6, 89.000000, 124.000000, -81.000000;
1, A, 6, 70.000000, 88.000000, -83.000000;
1, A, 6, 67.000000, 19.000000, -96.000000;
1, A, 6, 64.000000, -51.000000, -92.000000;
1, A, 6, 67.000000, -102.000000, -73.000000;
1, A, 6, 68.000000, -87.000000, -55.000000;
1, A, 6, 78.000000, -62.000000, -34.000000;
1, A, 6, 78.000000, -62.000000, -34.000000;
1, A, 6, 93.000000, -42.000000, 1.000000;
1, A, 6, 97.000000, -25.000000, 37.000000;
1, A, 6, 102.000000, -25.000000, 57.000000;
1, A, 6, 124.000000, -39.000000, 72.000000;
1, A, 6, 147.000000, -80.000000, 77.000000;
1, A, 6, 138.000000, -97.000000, 79.000000;
1, A, 6, 114.000000, -109.000000, 78.000000;
1, A, 6, 83.000000, -106.000000, 67.000000;
1, A, 6, 35.000000, -35.000000, 39.000000;
1, A, 6, 21.000000, 6.000000, 8.000000;
1, A, 6, 34.000000, 61.000000, -10.000000;
1, A, 6, 73.000000, 118.000000, 23.000000;
1, A, 6, 274.000000, 128.000000, 207.000000;
1, A, 6, 434.000000, 73.000000, 280.000000;
1, A, 6, 623.000000, -11.000000, 344.000000;
1, A, 6, 869.000000, -143.000000, 402.000000;
1, A, 6, 1487.000000, -574.000000, 408.000000;
1, A, 6, 1742.000000, -904.000000, 440.000000;
1, A, 6, 1948.000000, -1292.000000, 328.000000;
1, A, 6, 2175.000000, -1911.000000, 416.000000;
1, A, 6, 2060.000000, -1668.000000, 343.000000;
1, A, 6, 1924.000000, -1340.000000, 307.000000;
1, A, 6, 1756.000000, -1138.000000, 375.000000;
1, A, 6, 1495.000000, -920.000000, 678.000000;
1, A, 6, 1431.000000, -942.000000, 737.000000;
1, A, 6, 1403.000000, -973.000000, 708.000000;
1, A, 6, 1399.000000, -993.000000, 661.000000;
1, A, 6, 1399.000000, -993.000000, 661.000000;
1, A, 6, 1318.000000, -938.000000, 564.000000;
1, A, 6, 1219.000000, -863.000000, 516.000000;
1, A, 9, 111.000000, 189.000000, -11.000000;
1, A, 9, -10.000000, 238.000000, -57.000000;
1, A, 9, -108.000000, 299.000000, -93.000000;
1, A, 9, -245.000000, 351.000000, -109.000000;
1, A, 9, -292.000000, 355.000000, -104.000000;
1, A, 9, -313.000000, 332.000000, -76.000000;
1, A, 9, -309.000000, 303.000000, -75.000000;
1, A, 9, -225.000000, 218.000000, -45.000000;
1, A, 9, -166.000000, 178.000000, -35.000000;
1, A, 9, -78.000000, 133.000000, -20.000000;
1, A, 9, 12.000000, 79.000000, 0.000000;
1, A, 9, 193.000000, -68.000000, 38.000000;
1, A, 9, 249.000000, -124.000000, 53.000000;
1, A, 9, 271.000000, -174.000000, 72.000000;
1, A, 9, 285.000000, -210.000000, 89.000000;
1, A, 9, 263.000000, -254.000000, 87.000000;
1, A, 9, 252.000000, -251.000000, 88.000000;
1, A, 9, 220.000000, -237.000000, 82.000000;
1, A, 9, 208.000000, -190.000000, 59.000000;
1, A, 9, 251.000000, -160.000000, 43.000000;
1, A, 9, 330.000000, -113.000000, 71.000000;
1, A, 9, 471.000000, -63.000000, 157.000000;
1, A, 9, 902.000000, -66.000000, 366.000000;
1, A, 9, 902.000000, -66.000000, 366.000000;
1, A, 9, 1156.000000, -162.000000, 408.000000;
1, A, 9, 1442.000000, -331.000000, 361.000000;
1, A, 9, 1743.000000, -595.000000, 269.000000;
1, A, 9, 2246.000000, -1316.000000, 298.000000;
1, A, 9, 2356.000000, -1666.000000, 517.000000;
1, A, 9, 2386.000000, -1913.000000, 795.000000;
1, A, 9, 2365.000000, -1942.000000, 877.000000;
1, A, 9, 2514.000000, -1663.000000, 756.000000;
1, A, 9, 2682.000000, -1492.000000, 746.000000;
1, A, 9, 2826.000000, -1377.000000, 839.000000;
1, A, 9, 2753.000000, -1296.000000, 841.000000;
1, A, 9, 2457.000000, -1260.000000, 711.000000;
1, A, 9, 2122.000000, -1192.000000, 594.000000;
1, A, 9, 1776.000000, -1094.000000, 525.000000;
1, A, 9, 1144.000000, -785.000000, 389.000000;
1, A, 9, 878.000000, -606.000000, 280.000000;
1, A, 9, 656.000000, -426.000000, 174.000000;
1, A, 9, 504.000000, -274.000000, 79.000000;
1, A, 9, 263.000000, -14.000000, -51.000000;
1, A, 9, 169.000000, 78.000000, -80.000000;
1, A, 9, 68.000000, 154.000000, -112.000000;
1, A, 9, 1.000000, 214.000000, -125.000000;
1, A, 9, -45.000000, 234.000000, -124.000000;
1, A, 9, -64.000000, 195.000000, -113.000000;
1, A, 9, -83.000000, 135.000000, -89.000000;
1, A, 9, -83.000000, 135.000000, -89.000000;
1, A, 9, -104.000000, 61.000000, -51.000000;
1, A, 9, -101.000000, 30.000000, -28.000000;
1, A, 9, -80.000000, 1.000000, -6.000000;
1, A, 9, -43.000000, -11.000000, 3.000000;
1, A, 9, 34.000000, -15.000000, 10.000000;
1, A, 9, 93.000000, -29.000000, 12.000000;
1, A, 9, 146.000000, -45.000000, 21.000000;
1, A, 9, 183.000000, -76.000000, 28.000000;
1, A, 9, 220.000000, -117.000000, 42.000000;
1, A, 9, 190.000000, -121.000000, 57.000000;
1, A, 9, 146.000000, -117.000000, 85.000000;
1, A, 9, 105.000000, -102.000000, 96.000000;
1, A, 9, 63.000000, -79.000000, 72.000000;
1, A, 9, 66.000000, -70.000000, 41.000000;
1, A, 9, 81.000000, -70.000000, 10.000000;
1, A, 9, 123.000000, -66.000000, -14.000000;
1, A, 9, 238.000000, -42.000000, -50.000000;
1, A, 9, 310.000000, -16.000000, 3.000000;
1, A, 9, 380.000000, 4.000000, 90.000000;
1, A, 9, 661.000000, 6.000000, 331.000000;
1, A, 9, 869.000000, -35.000000, 547.000000;
1, A, 9, 1202.000000, -185.000000, 701.000000;
1, A, 9, 1652.000000, -474.000000, 784.000000;
1, A, 9, 2579.000000, -1281.000000, 197.000000;
1, A, 9, 2895.000000, -1603.000000, 404.000000;
1, A, 9, 2664.000000, -1654.000000, 263.000000;
1, A, 9, 2664.000000, -1654.000000, 263.000000;
1, A, 9, 2464.000000, -1659.000000, 310.000000;
1, A, 9, 1703.000000, -1296.000000, 531.000000;
1, A, 9, 1427.000000, -1119.000000, 763.000000;
1, A, 9, 1311.000000, -999.000000, 884.000000;
1, A, 9, 1332.000000, -926.000000, 780.000000;
1, A, 9, 1631.000000, -904.000000, 555.000000;
1, A, 9, 1775.000000, -907.000000, 505.000000;
1, A, 9, 1784.000000, -852.000000, 461.000000;
1, A, 9, 1457.000000, -715.000000, 351.000000;
1, A, 9, 1242.000000, -678.000000, 327.000000;
1, A, 9, 1015.000000, -644.000000, 320.000000;
1, A, 9, 785.000000, -589.000000, 284.000000;
1, A, 9, 443.000000, -410.000000, 153.000000;
1, A, 9, 330.000000, -308.000000, 116.000000;
1, A, 9, 271.000000, -200.000000, 92.000000;
1, A, 9, 250.000000, -92.000000, 72.000000;
1, A, 10, 267.000000, 46.000000, 60.000000;
1, A, 10, 285.000000, 88.000000, 57.000000;
1, A, 10, 299.000000, 97.000000, 67.000000;
1, A, 10, 311.000000, 79.000000, 78.000000;
1, A, 10, 335.000000, -8.000000, 96.000000;
1, A, 10, 366.000000, -60.000000, 113.000000;
1, A, 10, 400.000000, -127.000000, 148.000000;
1, A, 10, 527.000000, -249.000000, 230.000000;
1, A, 10, 614.000000, -316.000000, 267.000000;
1, A, 10, 703.000000, -382.000000, 290.000000;
1, A, 10, 789.000000, -437.000000, 291.000000;
1, A, 10, 789.000000, -437.000000, 291.000000;
1, A, 10, 900.000000, -561.000000, 298.000000;
1, A, 10, 962.000000, -605.000000, 329.000000;
1, A, 10, 992.000000, -617.000000, 338.000000;
1, A, 10, 1027.000000, -605.000000, 322.000000;
1, A, 10, 1061.000000, -571.000000, 305.000000;
1, A, 10, 1071.000000, -559.000000, 311.000000;
1, A, 10, 1086.000000, -549.000000, 308.000000;
1, A, 10, 1075.000000, -536.000000, 308.000000;
1, A, 10, 1006.000000, -522.000000, 325.000000;
1, A, 10, 962.000000, -521.000000, 336.000000;
1, A, 10, 899.000000, -516.000000, 346.000000;
1, A, 10, 826.000000, -514.000000, 351.000000;
1, A, 10, 711.000000, -499.000000, 366.000000;
1, A, 10, 662.000000, -471.000000, 359.000000;
1, A, 10, 623.000000, -451.000000, 347.000000;
1, A, 10, 620.000000, -417.000000, 309.000000;
1, A, 10, 630.000000, -392.000000, 294.000000;
1, A, 10, 647.000000, -376.000000, 282.000000;
1, A, 10, 666.000000, -368.000000, 281.000000;
1, A, 10, 701.000000, -372.000000, 277.000000;
1, A, 10, 718.000000, -367.000000, 276.000000;
1, A, 10, 746.000000, -362.000000, 276.000000;
1, A, 12, 176.000000, -56.000000, 73.000000;
1, A, 12, 102.000000, -79.000000, 80.000000;
1, A, 12, 91.000000, -90.000000, 82.000000;
1, A, 12, 105.000000, -101.000000, 100.000000;
1, A, 12, 138.000000, -107.000000, 133.000000;
1, A, 12, 296.000000, -131.000000, 199.000000;
1, A, 12, 392.000000, -150.000000, 286.000000;
1, A, 12, 529.000000, -185.000000, 381.000000;
1, A, 12, 706.000000, -302.000000, 417.000000;
1, A, 12, 1199.000000, -769.000000, 405.000000;
1, A, 12, 1627.000000, -1099.000000, 458.000000;
1, A, 12, 2045.000000, -1525.000000, 372.000000;
1, A, 12, 2045.000000, -1525.000000, 372.000000;
1, A, 12, 2815.000000, -2143.000000, 454.000000;
1, A, 12, 3033.000000, -1961.000000, 444.000000;
1, A, 12, 2952.000000, -1634.000000, 530.000000;
1, A, 12, 2837.000000, -1581.000000, 561.000000;
1, A, 12, 2418.000000, -1543.000000, 654.000000;
1, A, 12, 2298.000000, -1588.000000, 782.000000;
1, A, 12, 2205.000000, -1633.000000, 735.000000;
1, A, 12, 2056.000000, -1533.000000, 616.000000;
1, A, 12, 1543.000000, -1204.000000, 454.000000;
1, A, 12, 1273.000000, -1027.000000, 398.000000;
1, A, 12, 991.000000, -841.000000, 324.000000;
1, A, 12, 722.000000, -644.000000, 231.000000;
1, A, 12, 386.000000, -220.000000, 113.000000;
1, A, 12, 295.000000, -18.000000, 56.000000;
1, A, 12, 204.000000, 107.000000, 0.000000;
1, A, 12, 72.000000, 277.000000, -66.000000;
1, A, 12, 33.000000, 311.000000, -80.000000;
1, A, 12, 8.000000, 313.000000, -95.000000;
1, A, 12, -43.000000, 276.000000, -102.000000;
1, A, 12, -95.000000, 197.000000, -94.000000;
1, A, 12, -101.000000, 159.000000, -74.000000;
1, A, 13, -86.000000, 120.000000, -64.000000;
1, A, 13, -55.000000, 88.000000, -59.000000;
1, A, 13, 45.000000, 64.000000, -47.000000;
1, A, 13, 105.000000, 61.000000, -33.000000;
1, A, 13, 105.000000, 61.000000, -33.000000;
1, A, 13, 163.000000, 44.000000, -18.000000;
1, A, 13, 218.000000, 20.000000, -4.000000;
1, A, 13, 328.000000, -54.000000, 24.000000;
1, A, 13, 357.000000, -114.000000, 44.000000;
1, A, 13, 320.000000, -153.000000, 90.000000;
1, A, 13, 243.000000, -185.000000, 134.000000;
1, A, 13, 200.000000, -189.000000, 136.000000;
1, A, 13, 182.000000, -182.000000, 132.000000;
1, A, 13, 184.000000, -168.000000, 120.000000;
1, A, 13, 260.000000, -154.000000, 127.000000;
1, A, 13, 332.000000, -129.000000, 169.000000;
1, A, 13, 430.000000, -118.000000, 259.000000;
1, A, 13, 610.000000, -136.000000, 383.000000;
1, A, 13, 1294.000000, -514.000000, 533.000000;
1, A, 13, 1684.000000, -902.000000, 508.000000;
1, A, 13, 2142.000000, -1335.000000, 436.000000;
1, A, 13, 2592.000000, -1903.000000, 378.000000;
1, A, 13, 3023.000000, -2670.000000, 731.000000;
1, A, 13, 2785.000000, -2600.000000, 881.000000;
1, A, 13, 2658.000000, -2376.000000, 736.000000;
1, A, 13, 2468.000000, -2056.000000, 577.000000;
1, A, 13, 2158.000000, -1496.000000, 755.000000;
1, A, 13, 1992.000000, -1329.000000, 629.000000;
1, A, 13, 1747.000000, -1136.000000, 487.000000;
1, A, 13, 1192.000000, -818.000000, 348.000000;
1, A, 13, 1192.000000, -818.000000, 348.000000;
1, A, 13, 905.000000, -649.000000, 278.000000;
1, A, 13, 625.000000, -486.000000, 202.000000;
1, A, 13, 419.000000, -338.000000, 120.000000;
1, A, 13, 115.000000, -31.000000, -11.000000;
1, A, 13, 25.000000, 78.000000, -54.000000;
1, A, 13, -27.000000, 131.000000, -87.000000;
1, A, 13, -99.000000, 166.000000, -115.000000;
1, A, 13, -198.000000, 224.000000, -118.000000;
1, A, 13, -241.000000, 249.000000, -76.000000;
1, A, 13, -272.000000, 263.000000, -47.000000;
1, A, 13, -246.000000, 275.000000, -33.000000;
1, A, 13, -139.000000, 250.000000, -67.000000;
1, A, 13, -45.000000, 203.000000, -53.000000;
1, A, 13, 64.000000, 133.000000, -29.000000;
1, A, 13, 238.000000, -5.000000, 19.000000;
1, A, 13, 311.000000, -91.000000, 35.000000;
1, A, 13, 363.000000, -175.000000, 34.000000;
1, A, 13, 385.000000, -250.000000, 46.000000;
1, A, 13, 298.000000, -233.000000, 82.000000;
1, A, 13, 239.000000, -197.000000, 101.000000;
1, A, 13, 177.000000, -165.000000, 108.000000;
1, A, 13, 118.000000, -118.000000, 105.000000;
1, A, 13, 77.000000, -53.000000, 75.000000;
1, A, 13, 101.000000, -35.000000, 53.000000;
1, A, 13, 141.000000, -8.000000, 37.000000;
1, A, 13, 204.000000, 22.000000, 36.000000;
1, A, 13, 204.000000, 22.000000, 36.000000;
1, A, 13, 339.000000, -6.000000, 102.000000;
1, A, 13, 466.000000, -35.000000, 204.000000;
1, A, 13, 668.000000, -117.000000, 369.000000;
1, A, 13, 1007.000000, -306.000000, 490.000000;
1, A, 13, 1736.000000, -738.000000, 183.000000;
1, A, 13, 2162.000000, -901.000000, -73.000000;
1, A, 13, 2373.000000, -1023.000000, -132.000000;
1, A, 13, 2412.000000, -1427.000000, 145.000000;
1, A, 13, 2219.000000, -1411.000000, 371.000000;
1, A, 13, 1838.000000, -1350.000000, 566.000000;
1, A, 13, 1713.000000, -1393.000000, 635.000000;
